Orthogroup	Best Gene Name	Gene Name Occurrences
OG0000798	penicillin-binding protein 2	{'Penicillin-binding protein 2B': 19, 'penicillin-binding protein 2': 44, 'Penicillin-binding protein H': 2}
OG0000799	TlyA family rRNA (cytidine-2'-O)-methyltransferase	"{""TlyA family rRNA (cytidine-2'-O)-methyltransferase"": 31, ""16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA"": 5, 'TlyA family RNA methyltransferase': 14, 'Hemolysin A': 15}"
OG0000800	chromosome segregation protein SMC	{'Chromosome partition protein Smc': 21, 'chromosome segregation protein SMC': 44}
OG0000801	ATP-binding cassette domain-containing protein	{'Putative multidrug export ATP-binding/permease protein': 1, 'ATP-binding cassette domain-containing protein': 44, 'putative multidrug resistance ABC transporter ATP-binding/permease protein YheI': 19, 'ABC transporter ATP-binding protein': 1}
OG0000802	amino acid ABC transporter substrate-binding protein	{'amino acid ABC transporter substrate-binding protein': 44, 'L-cystine-binding protein FliY': 1, 'Glutamine-binding periplasmic protein': 1, 'L-cystine transport system permease protein YecS': 1, 'Arginine-binding extracellular protein ArtP precursor': 2, 'Cystine-binding periplasmic protein precursor': 7, 'Glutamine-binding periplasmic protein precursor': 5, 'ABC transporter glutamine-binding protein GlnH precursor': 2, 'glutamate ABC transporter substrate-binding protein': 2}
OG0000803	cysteine desulfurase	{'Cysteine desulfurase NifS': 1, 'Cysteine desulfurase': 17, 'Cysteine desulfurase IscS': 2, 'cysteine desulfurase': 45}
OG0000804	rod shape-determining protein RodA	{'Peptidoglycan glycosyltransferase RodA': 3, 'Rod shape-determining protein RodA': 18, 'rod shape-determining protein RodA': 44}
OG0000805	CMP deaminase	{'tRNA-specific adenosine deaminase': 18, 'cell division protein DedD': 1, 'Riboflavin biosynthesis protein RibD': 1, 'bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase': 2, 'CMP deaminase': 43}
OG0000806	cysteine desulfurase	{'Cysteine desulfurase': 17, 'Cysteine desulfurase IscS': 3, 'cysteine desulfurase': 45}
OG0000807	cell division protein SepF	{'Cell division protein SepF': 19, 'cell division protein SepF': 46}
OG0000808	division/cell wall cluster transcriptional repressor MraZ	{'cell division protein MraZ': 16, 'division/cell wall cluster transcriptional repressor MraZ': 46, 'Transcriptional regulator MraZ': 3}
OG0000809	oligoendopeptidase F	{'oligoendopeptidase F': 44, 'Oligoendopeptidase F, plasmid': 21}
OG0000810	enoyl-[acyl-carrier-protein] reductase FabK	{'enoyl-[acyl-carrier-protein] reductase FabK': 44, 'Nitronate monooxygenase': 21}
OG0000811	phosphate acetyltransferase	{'Phosphate acetyltransferase': 21, 'phosphate acetyltransferase': 44}
OG0000812	energy-coupling factor transporter transmembrane protein EcfT	{'Energy-coupling factor transporter transmembrane protein EcfT': 20, 'energy-coupling factor transporter transmembrane protein EcfT': 44, 'Putative HMP/thiamine permease protein YkoC': 1}
OG0000813	D-alanine--poly(phosphoribitol) ligase subunit DltA	{'D-alanine--poly(phosphoribitol) ligase subunit 1': 18, 'D-alanine--poly(phosphoribitol) ligase subunit DltA': 43, 'hypothetical protein': 1, 'Linear gramicidin synthase subunit B': 1, 'Linear gramicidin synthase subunit A': 2}
OG0000814	flavodoxin	{'Flavodoxin': 21, 'flavodoxin': 44}
OG0000815	noncanonical pyrimidine nucleotidase, YjjG family	"{'noncanonical pyrimidine nucleotidase, YjjG family': 44, '(S)-2-haloacid dehalogenase 4A': 1, ""Pyrimidine 5'-nucleotidase YjjG"": 3, 'Putative HAD-hydrolase YfnB': 17}"
OG0000816	uracil-DNA glycosylase family protein	{'Uracil DNA glycosylase superfamily protein': 13, 'uracil-DNA glycosylase family protein': 50, 'hypothetical protein': 2}
OG0000817	PFL family protein	{'hypothetical protein': 19, 'PFL family protein': 46}
OG0000818	MgtC/SapB family protein	{'MgtC/SapB family protein': 46, 'hypothetical protein': 2, 'putative Mg(2+) transport ATPase': 17}
OG0000819	NAD(P)/FAD-dependent oxidoreductase	{'NADH dehydrogenase-like protein YjlD': 6, 'NAD(P)/FAD-dependent oxidoreductase': 44, 'NADH dehydrogenase-like protein': 15}
OG0000820	polyprenyl synthetase family protein	{'Heptaprenyl diphosphate synthase component 2': 16, 'All-trans-nonaprenyl-diphosphate synthase (geranyl-diphosphate specific)': 1, 'Hexaprenyl-diphosphate synthase large subunit ((2E,6E)-farnesyl-diphosphate specific)': 2, 'hypothetical protein': 1, 'polyprenyl synthetase family protein': 45}
OG0000821	ribonuclease M5	{'Ribonuclease M5': 21, 'ribonuclease M5': 44}
OG0000822	metal ABC transporter permease	{'metal ABC transporter permease': 45, 'High-affinity zinc uptake system membrane protein ZnuB': 20}
OG0000823	ammonium transporter	{'Ammonia channel': 3, 'Ammonia channel precursor': 9, 'Ammonium transporter NrgA': 7, 'ammonium transporter': 46}
OG0000824	SDR family oxidoreductase	{'putative sugar epimerase YhfK': 18, '3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase': 1, 'SDR family oxidoreductase': 44, 'hypothetical protein': 1, 'NAD(P)H-binding protein': 1}
OG0000825	fibronectin/fibrinogen-binding protein	{'hypothetical protein': 21, 'fibronectin/fibrinogen-binding protein': 44}
OG0000826	transcriptional repressor	{'Peroxide-responsive repressor PerR': 6, 'Ferric uptake regulation protein': 2, 'Peroxide operon regulator': 9, 'Zinc uptake regulation protein': 2, 'transcriptional repressor': 46}
OG0000827	glutamate 5-kinase	{'Glutamate 5-kinase': 5, 'Glutamate 5-kinase 1': 14, 'glutamate 5-kinase': 46}
OG0000828	cell division regulator GpsB	{'cell division regulator GpsB': 44, 'Cell cycle protein GpsB': 20, 'Septum site-determining protein DivIVA': 1}
OG0000829	threonine/serine exporter family protein	{'threonine/serine exporter family protein': 44, 'hypothetical protein': 12, 'Inner membrane protein YjjP': 9}
OG0000830	deoxyribose-phosphate aldolase	{'Deoxyribose-phosphate aldolase 1': 13, 'Deoxyribose-phosphate aldolase': 4, 'deoxyribose-phosphate aldolase': 48}
OG0000831	tagatose-6-phosphate kinase	{'tagatose-6-phosphate kinase': 51, 'hypothetical protein': 1, 'Tagatose-6-phosphate kinase': 13}
OG0000832	CpsD/CapB family tyrosine-protein kinase	{'Tyrosine-protein kinase CpsD': 1, 'protein tyrosine kinase': 1, 'polysaccharide biosynthesis tyrosine autokinase': 3, 'Tyrosine-protein kinase ptk': 1, 'Tyrosine-protein kinase YwqD': 20, 'CpsD/CapB family tyrosine-protein kinase': 39}
OG0000833	50S ribosomal protein L34	{'50S ribosomal protein L34': 65}
OG0000834	plasma-membrane proton-efflux P-type ATPase	{'Calcium-transporting ATPase': 1, 'plasma-membrane proton-efflux P-type ATPase': 43, 'putative copper-transporting ATPase PacS': 2, 'Calcium-transporting ATPase 1': 2, 'HAD family hydrolase': 17}
OG0000835	DUF951 domain-containing protein	{'DUF951 domain-containing protein': 44, 'hypothetical protein': 20}
OG0000836	DNA mismatch repair protein MutS	{'DNA mismatch repair protein MutS': 64}
OG0000837	DNA mismatch repair endonuclease MutL	{'DNA mismatch repair endonuclease MutL': 44, 'DNA mismatch repair protein MutL': 20}
OG0000838	DEAD/DEAH box helicase	{'DEAD/DEAH box helicase': 44, 'DEAD-box ATP-dependent RNA helicase CshB': 20}
OG0000839	IreB family regulatory phosphoprotein	{'hypothetical protein': 20, 'IreB family regulatory phosphoprotein': 44}
OG0000840	DUF1292 domain-containing protein	{'hypothetical protein': 20, 'DUF1292 domain-containing protein': 44}
OG0000841	DUF1027 domain-containing protein	{'hypothetical protein': 20, 'DUF1027 domain-containing protein': 44}
OG0000842	DUF896 domain-containing protein	{'DUF896 domain-containing protein': 44, 'hypothetical protein': 20}
OG0000843	YneF family protein	{'hypothetical protein': 20, 'YneF family protein': 44}
OG0000844	PolC-type DNA polymerase III	{'DNA polymerase III PolC-type': 20, 'DNA polymerase III subunit alpha': 2, 'PolC-type DNA polymerase III': 42}
OG0000845	ribosome maturation factor RimP	{'ribosome maturation factor RimP': 44, 'Ribosome maturation factor RimP': 20}
OG0000846	YlxR family protein	{'hypothetical protein': 20, 'YlxR family protein': 44}
OG0000847	YlxQ-related RNA-binding protein	{'YlxQ-related RNA-binding protein': 44, 'putative ribosomal protein YlxQ': 20}
OG0000848	HAD family hydrolase	{'fructose-1-P/6-phosphogluconate phosphatase': 1, 'Phosphoglycolate phosphatase, chromosomal': 3, '6-phosphogluconate phosphatase': 3, 'HAD-IA family hydrolase': 2, 'Pyrophosphatase PpaX': 1, 'Phosphoglycolate phosphatase': 10, 'HAD family hydrolase': 44}
OG0000849	30S ribosomal protein S21	{'30S ribosomal protein S21': 64}
OG0000850	DNA repair protein RecO	{'DNA repair protein RecO': 64}
OG0000851	tRNA (adenine-N(1))-methyltransferase	{'tRNA (adenine-N(1))-methyltransferase': 44, 'tRNA (adenine(22)-N(1))-methyltransferase': 20}
OG0000852	RNA-binding protein	{'RNA-binding protein': 36, 'DNA-binding protein': 8, 'hypothetical protein': 17, 'Conserved virulence factor B': 3}
OG0000853	ECF transporter S component	{'Riboflavin transporter FmnP': 5, 'ECF transporter S component': 44, 'Riboflavin transporter RibU': 15}
OG0000854	tetratricopeptide repeat protein	{'Beta-barrel assembly-enhancing protease': 3, 'tetratricopeptide repeat protein': 61}
OG0000855	YozE family protein	{'hypothetical protein': 20, 'YozE family protein': 44}
OG0000856	ribosome biogenesis GTPase YlqF	{'ribosome biogenesis GTPase YlqF': 44, 'Ribosome biogenesis GTPase A': 20}
OG0000857	DNA-protecting protein DprA	{'DNA processing protein DprA': 3, 'hypothetical protein': 23, 'DNA-protecting protein DprA': 38}
OG0000858	DnaD domain protein	{'DnaD domain protein': 44, 'Replication initiation and membrane attachment': 1, 'DNA replication protein DnaD': 19}
OG0000859	threonine synthase	{'threonine synthase': 46, 'Threonine synthase': 18}
OG0000860	HD domain-containing protein	"{'HD domain-containing protein': 44, ""3'-5' exoribonuclease YhaM"": 20}"
OG0000861	ABC transporter permease	{'ABC transporter permease': 44, 'hypothetical protein': 3, 'Bacterial ABC transporter protein EcsB': 17}
OG0000862	DUF4479 domain-containing protein	{'DUF4479 domain-containing protein': 44, 'Phenylalanine--tRNA ligase beta subunit': 20}
OG0000863	replication initiation protein	{'Replication initiation and membrane attachment protein': 19, 'hypothetical protein': 1, 'replication initiation protein': 44}
OG0000864	primosomal protein DnaI	{'primosomal protein DnaI': 44, 'Primosomal protein DnaI': 20}
OG0000865	ribosome biogenesis GTPase YqeH	{'Putative ribosome biogenesis GTPase RsgA': 3, 'GTPase Der': 2, 'GTPase YlqF': 10, 'GTP-binding protein Der': 3, 'Ribosome biogenesis GTPase A': 1, 'ribosome biogenesis GTPase YqeH': 44, 'GTPase Era': 1}
OG0000866	HD domain-containing protein	{'HD domain-containing protein': 44, 'putative nicotinate-nucleotide adenylyltransferase': 17, 'hypothetical protein': 3}
OG0000867	nucleotidyltransferase	{'nicotinic acid mononucleotide adenylyltransferase': 4, 'Cytidylyltransferase': 1, 'hypothetical protein': 15, 'nucleotidyltransferase': 44}
OG0000868	DUF177 domain-containing protein	{'DUF177 domain-containing protein': 44, 'hypothetical protein': 20}
OG0000869	50S ribosomal protein L32	{'50S ribosomal protein L32': 64}
OG0000870	Asp23/Gls24 family envelope stress response protein	{'Alkaline shock protein 23': 15, 'Asp23/Gls24 family envelope stress response protein': 44, 'hypothetical protein': 5}
OG0000871	exodeoxyribonuclease VII small subunit	{'Exodeoxyribonuclease 7 small subunit': 20, 'exodeoxyribonuclease VII small subunit': 44}
OG0000872	polyprenyl synthetase family protein	{'Farnesyl diphosphate synthase': 20, 'polyprenyl synthetase family protein': 44}
OG0000873	thiamine diphosphokinase	{'thiamine diphosphokinase': 44, 'Thiamine pyrophosphokinase': 20}
OG0000874	Asp23/Gls24 family envelope stress response protein	{'Asp23/Gls24 family envelope stress response protein': 44, 'hypothetical protein': 20}
OG0000875	DAK2 domain-containing protein	{'hypothetical protein': 3, 'dihydroxyacetone kinase subunit DhaL': 2, 'DAK2 domain-containing protein': 44, 'DAK2 domain protein': 15}
OG0000876	phosphate acyltransferase PlsX	{'phosphate acyltransferase PlsX': 44, 'Phosphate acyltransferase': 20}
OG0000877	putative DNA-binding protein	{'hypothetical protein': 2, 'Transcriptional regulator MntR': 1, 'putative DNA-binding protein': 61}
OG0000878	glycerol-3-phosphate acyltransferase	{'Glycerol-3-phosphate acyltransferase': 20, 'glycerol-3-phosphate acyltransferase': 44}
OG0000879	DNA topoisomerase IV subunit A	{'DNA topoisomerase 4 subunit A': 20, 'DNA topoisomerase IV subunit A': 44}
OG0000880	manganese-dependent inorganic pyrophosphatase	{'manganese-dependent inorganic pyrophosphatase': 44, 'putative manganese-dependent inorganic pyrophosphatase': 12, 'Manganese-dependent inorganic pyrophosphatase': 8}
OG0000881	DHH family phosphoesterase	{'Bifunctional oligoribonuclease and PAP phosphatase NrnA': 15, 'DHH family phosphoesterase': 41, 'hypothetical protein': 3, 'putative bifunctional oligoribonuclease and PAP phosphatase NrnA': 2, 'Cyclic-di-AMP phosphodiesterase GdpP': 3}
OG0000882	competence/damage-inducible protein A	{'Putative competence-damage inducible protein': 17, 'CinA family protein': 2, 'competence/damage-inducible protein A': 44, 'Nicotinamide-nucleotide amidohydrolase PncC': 1}
OG0000883	helix-turn-helix domain-containing protein	{'Helix-turn-helix domain protein': 9, 'helix-turn-helix domain-containing protein': 44, 'hypothetical protein': 6, 'Cytoskeleton protein RodZ': 1, 'cytoskeletal protein RodZ': 4}
OG0000884	rod shape-determining protein MreC	{'rod shape-determining protein MreC': 44, 'Cell shape-determining protein MreC precursor': 17, 'Cell shape-determining protein MreC': 3}
OG0000885	septation ring formation regulator EzrA	{'Septation ring formation regulator EzrA': 20, 'septation ring formation regulator EzrA': 44}
OG0000886	thymidine kinase	{'Thymidine kinase': 20, 'thymidine kinase': 44}
OG0000887	pyridoxamine 5'-phosphate oxidase family protein	"{'hypothetical protein': 1, ""pyridoxamine 5'-phosphate oxidase family protein"": 50, ""pyridoxamine 5'-phosphate oxidase family protein, partial"": 7, ""Pyridoxamine 5'-phosphate oxidase"": 6}"
OG0000888	DNA polymerase III subunit delta	{'DNA polymerase III subunit delta': 61, 'hypothetical protein': 3}
OG0000889	PDZ domain-containing protein	{'Lon protease': 12, 'Lon protease 1': 2, 'Lon protease 2': 2, 'hypothetical protein': 1, 'PDZ domain-containing protein': 46, 'serine endoprotease': 1}
OG0000890	DUF2129 domain-containing protein	{'hypothetical protein': 20, 'DUF2129 domain-containing protein': 44}
OG0000891	RNA-binding protein	{'S4 domain protein': 7, 'RNA-binding protein': 44, 'hypothetical protein': 11, '30S ribosomal protein S4': 1, 'DbpA RNA binding domain protein': 1}
OG0000892	YggT family protein	{'YGGT family protein': 17, 'hypothetical protein': 3, 'YggT family protein': 44}
OG0000893	cell division protein FtsA	{'Cell division protein FtsA': 20, 'cell division protein FtsA': 44}
OG0000894	FtsQ-type POTRA domain-containing protein	{'FtsQ-type POTRA domain-containing protein': 44, 'Cell division protein DivIB': 20}
OG0000895	tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL	"{""tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL"": 44, ""tRNA (cytidine(34)-2'-O)-methyltransferase"": 5, ""Putative tRNA (cytidine(34)-2'-O)-methyltransferase"": 15}"
OG0000896	RluA family pseudouridine synthase	{'RluA family pseudouridine synthase': 44, 'Ribosomal large subunit pseudouridine synthase D': 18, 'putative RNA pseudouridine synthase': 1, 'Ribosomal large subunit pseudouridine synthase C': 1}
OG0000897	adaptor protein MecA	{'Adapter protein MecA': 8, 'Adapter protein MecA 1': 12, 'adaptor protein MecA': 44}
OG0000898	ATP-binding cassette domain-containing protein	{'ATP-binding cassette domain-containing protein': 44, 'putative ABC transporter ATP-binding protein YheS': 17, 'putative ABC transporter ATP-binding protein YbiT': 3}
OG0000899	RNA-binding S4 domain-containing protein	{'Heat shock protein 15': 13, 'RNA-binding S4 domain-containing protein': 44, 'ribosome-associated heat shock protein Hsp15': 7}
OG0000900	Hsp33 family molecular chaperone HslO	{'33 kDa chaperonin': 20, 'Hsp33 family molecular chaperone HslO': 44}
OG0000901	ComF family protein	{'hypothetical protein': 7, 'ComF family protein': 44, 'DNA utilization protein GntX': 11, 'Orotate phosphoribosyltransferase': 2}
OG0000902	DEAD/DEAH box helicase	"{'ComF operon protein 1': 3, 'ATP-dependent DNA helicase RecG': 1, ""Primosomal protein N'"": 1, 'UvrABC system protein B': 1, 'hypothetical protein': 1, 'Transcription-repair-coupling factor': 7, 'DEAD/DEAH box helicase': 42, 'primosome assembly protein PriA': 8}"
OG0000903	Mini-ribonuclease 3	{'Mini-ribonuclease 3': 64}
OG0000904	dUTP diphosphatase	"{""Deoxyuridine 5'-triphosphate nucleotidohydrolase"": 19, 'hypothetical protein': 1, 'dUTP diphosphatase': 44}"
OG0000905	hypothetical protein	{'hypothetical protein': 44, 'CdaA regulatory protein CdaR': 3, 'YbbR-like protein': 17}
OG0000906	TIGR00159 family protein	{'DNA integrity scanning protein DisA': 17, 'Diadenylate cyclase': 3, 'TIGR00159 family protein': 44}
OG0000907	ribonuclease R	{'ribonuclease R': 44, 'Ribonuclease R': 20}
OG0000908	preprotein translocase subunit SecG	{'preprotein translocase subunit SecG': 61, 'putative protein-export membrane protein SecG': 3}
OG0000909	HPr kinase/phosphorylase	{'HPr kinase/phosphorylase': 64}
OG0000910	nucleoside 2-deoxyribosyltransferase	{'hypothetical protein': 2, 'nucleoside 2-deoxyribosyltransferase': 44, 'Nucleoside deoxyribosyltransferase': 13, 'Nucleoside 2-deoxyribosyltransferase': 5}
